name,url,varietal,origin,rating_dict,avg_rating,rating_count,price_dollars,price_cents,page,red,white,sparking,collectible,giftable,green,screwcap,boutique
Mastroberardino NovaSerra Greco di Tufo 2016,/product/mastroberardino-novaserra-greco-di-tufo-2016/355319,Greco,Italy,"{'JS': '91', 'W&S': '90'}",0.0,0,24,99,463,0,1,0,0,0,0,0,0
Statti Lamezia Rosso 2017,/product/statti-lamezia-rosso-2017/531726,Other Red Blends,Italy,{},0.0,0,13,99,463,1,0,0,0,0,0,0,0
Zonin Sparkling Rose,/product/zonin-sparkling-rose/430853,Rosé Sparkling Wine,Italy,{},0.0,0,18,99,463,0,0,1,0,0,0,0,0
Castello di Luzzano Sfacciata Malvasia Frizzante 2017,/product/castello-di-luzzano-sfacciata-malvasia-frizzante-2017/517675,Vintage Sparkling Wine,Italy,{},0.0,0,19,99,463,0,0,1,0,0,0,0,0
Garofoli Verdicchio dei Castello di Jesi Macrina 2017,/product/garofoli-verdicchio-dei-castello-di-jesi-macrina-2017/430216,Verdicchio,Italy,{},0.0,0,16,99,463,0,1,0,0,0,0,0,0
Lungarotti Rubesco 2016,/product/lungarotti-rubesco-2016/525894,Other Red Blends,Italy,{},0.0,0,19,99,463,1,0,0,0,0,0,0,0
Villa Jolanda Saint Valentine I Love You,/product/villa-jolanda-saint-valentine-i-love-you/511386,Non-Vintage Sparkling Wine,Italy,{},0.0,0,14,99,463,0,0,1,0,0,0,0,0
Cantele Salice Salentino Riserva 2015,/product/cantele-salice-salentino-riserva-2015/517674,Negroamaro,Italy,{},0.0,0,13,99,463,1,0,0,0,0,0,0,0
Statti Mantonico 2013,/product/statti-mantonico-2013/149163,Other White Wine,Italy,{},0.0,0,17,98,463,0,1,0,0,0,0,0,0
Falesco Vitiano Rosso 2015,/product/falesco-vitiano-rosso-2015/162291,Other Red Blends,Italy,{},3.8,14,10,99,463,1,0,0,0,0,0,0,0
Terredora di Paolo Lacryma Christi del Vesuvio Rosso 2016,/product/terredora-di-paolo-lacryma-christi-del-vesuvio-rosso-2016/510278,Other Red Wine,Italy,{},0.0,0,19,99,463,1,0,0,0,0,0,0,0
Cantele Amativo 2015,/product/cantele-amativo-2015/430870,Other Red Blends,Italy,{},0.0,0,29,99,463,1,0,0,0,0,0,0,0
Buglioni Lo Spudorato Spumante Brut 2013,/product/buglioni-lo-spudorato-spumante-brut-2013/163993,Vintage Sparkling Wine,Italy,{},0.0,0,26,99,463,0,0,1,0,0,0,0,0
Garofoli Rosso Conero Piancarda 2016,/product/garofoli-rosso-conero-piancarda-2016/522321,Montepulciano,Italy,{},0.0,0,18,99,463,1,0,0,0,0,0,0,0
Stella Moscato 2018,/product/stella-moscato-2018/518559,Muscat,Italy,{},0.0,0,10,99,464,0,1,0,0,0,0,0,0
Zaccagnini Pinot Grigio 2018,/product/zaccagnini-pinot-grigio-2018/518499,Pinot Gris/Grigio,Italy,{},0.0,0,19,99,464,0,1,0,0,0,0,0,0
Castello di Luzzano Tasto di Seta Malvasia 2017,/product/castello-di-luzzano-tasto-di-seta-malvasia-2017/517684,Malvasia,Italy,{},0.0,0,21,99,464,0,1,0,0,0,0,0,0
Di Majo Norante Ramitello Rosso 2013,/product/di-majo-norante-ramitello-rosso-2013/279071,Other Red Blends,Italy,{},0.0,0,17,99,464,1,0,0,0,0,0,0,0
Bisci Verdicchio di Matelica Vigneto Fogliano 2016,/product/bisci-verdicchio-di-matelica-vigneto-fogliano-2016/508547,Verdicchio,Italy,{},0.0,0,22,99,464,0,1,0,0,0,0,0,0
Cantele Primitivo 2016,/product/cantele-primitivo-2016/500651,Primitivo,Italy,{},0.0,0,15,99,464,1,0,0,0,0,0,0,0
Ruffino Borgo Conventi Pinot Grigio 2016,/product/ruffino-borgo-conventi-pinot-grigio-2016/489984,Pinot Gris/Grigio,Italy,{},0.0,0,17,99,464,0,1,0,0,0,0,0,0
Piccini Memoro Rosso 2012,/product/piccini-memoro-rosso-2012/369160,Other Red Blends,Italy,{},0.0,0,12,99,464,1,0,0,0,0,0,0,0
Garofoli Rosso Conero Piancarda 2015,/product/garofoli-rosso-conero-piancarda-2015/297510,Montepulciano,Italy,{},0.0,0,18,99,464,1,0,0,0,0,0,0,0
Santa Margherita Pinot Grigio 2018,/product/santa-margherita-pinot-grigio-2018/521527,Pinot Gris/Grigio,Italy,{},0.0,0,22,99,464,0,1,0,0,0,0,0,0
Castello di Luzzano Tasto di Seta Malvasia 2015,/product/castello-di-luzzano-tasto-di-seta-malvasia-2015/164503,Malvasia,Italy,{},0.0,0,14,98,464,0,1,0,0,0,0,0,0
Tormaresca Neprica 2015,/product/tormaresca-neprica-2015/509328,Other Red Blends,Italy,{},0.0,0,15,99,464,1,0,0,0,0,0,0,0
Statti Mantonico 2014,/product/statti-mantonico-2014/388350,Other White Wine,Italy,{},0.0,0,23,99,464,0,1,0,0,0,0,0,0
Terredora di Paolo Falanghina Irpinia 2018,/product/terredora-di-paolo-falanghina-irpinia-2018/526898,Falanghina,Italy,{},0.0,0,18,99,464,0,1,0,0,0,0,0,0
Terredora di Paolo Rosaenovae Rosato 2018,/product/terredora-di-paolo-rosaenovae-rosato-2018/527504,Rosé,Italy,{},0.0,0,16,99,464,0,0,0,0,0,0,0,0
Terredora di Paolo Falanghina Irpinia 2017,/product/terredora-di-paolo-falanghina-irpinia-2017/488905,Falanghina,Italy,{},3.8,8,15,99,464,0,1,0,0,0,0,0,0
Statti Lamezia Bianco 2017,/product/statti-lamezia-bianco-2017/517691,Other White Blends,Italy,{},0.0,0,13,99,464,0,1,0,0,0,0,0,0
Mastroberardino Falanghina del Sannio 2017,/product/mastroberardino-falanghina-del-sannio-2017/516362,Falanghina,Italy,{},0.0,0,22,99,464,0,1,0,0,0,0,0,0
Cantele Salento Chardonnay 2016,/product/cantele-salento-chardonnay-2016/254805,Chardonnay,Italy,{},0.0,0,14,99,464,0,1,0,0,0,0,0,0
Tormaresca Chardonnay 2017,/product/tormaresca-chardonnay-2017/510352,Chardonnay,Italy,{},0.0,0,15,99,464,0,1,0,0,0,0,0,0
Capture Tradition Sauvignon Blanc 2016,/product/capture-tradition-sauvignon-blanc-2016/430632,Sauvignon Blanc,"Sonoma County, California",{'V': '90'},0.0,0,28,99,464,0,1,0,0,0,0,0,0
Taylor Fladgate 30 Year Old Tawny,/product/taylor-fladgate-30-year-old-tawny/1562,Port,Portugal,"{'WS': '95', 'V': '94', 'W&S': '93', 'RP': '92'}",4.3,11,144,99,464,0,0,0,0,0,0,0,0
Keenan Napa Valley Cabernet Sauvignon 2014,/product/keenan-napa-valley-cabernet-sauvignon-2014/420274,Cabernet Sauvignon,"Napa Valley, California",{'V': '91'},0.0,0,58,99,464,1,0,0,0,0,1,0,0
Maison de Montille Saint-Romain Le Jarron 2014,/product/maison-de-montille-saint-romain-le-jarron-2014/358005,Chardonnay,"Cote de Beaune, Cote d'Or, Burgundy, France",{},0.0,0,29,99,464,0,1,0,0,0,0,0,1
Francoise & Denis Clair Bourgogne Blanc Hautes Cotes de Beaune 2016,/product/francoise-and-denis-clair-bourgogne-blanc-hautes-cotes-de-beaune-2016/520292,Chardonnay,"Cote de Beaune, Cote d'Or, Burgundy, France",{},0.0,0,21,99,464,0,1,0,0,0,0,0,0
Francoise & Denis Clair Cote de Beaune Villages 2016,/product/francoise-and-denis-clair-cote-de-beaune-villages-2016/509710,Pinot Noir,"Cote de Beaune, Cote d'Or, Burgundy, France",{},0.0,0,27,99,465,1,0,0,0,0,0,0,0
Jean-Noel Gagnard Bourgogne Blanc Hautes Cotes de Beaune Sous Eguisons 2016,/product/jean-noel-gagnard-bourgogne-blanc-hautes-cotes-de-beaune-sous-eguisons-2016/516846,Chardonnay,"Cote de Beaune, Cote d'Or, Burgundy, France",{},0.0,0,34,99,465,0,1,0,0,0,0,1,0
Maison de Montille Saint-Romain Le Jarron 2016,/product/maison-de-montille-saint-romain-le-jarron-2016/526309,Chardonnay,"Cote de Beaune, Cote d'Or, Burgundy, France",{},0.0,0,41,99,465,0,1,0,0,0,0,0,1
Bourgogne-Devaux Hautes Cotes de Beaune 2017,/product/bourgogne-devaux-hautes-cotes-de-beaune-2017/527486,Pinot Noir,"Cote de Beaune, Cote d'Or, Burgundy, France",{},0.0,0,27,99,465,1,0,0,0,0,0,0,0
Vincent Girardin Puligny-Montrachet Les Combettes Premier Cru 2016,/product/vincent-girardin-puligny-montrachet-les-combettes-premier-cru-2016/434549,Chardonnay,"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",{'WS': '94'},0.0,0,139,99,465,0,1,0,1,0,0,0,0
Domaine Matrot Meursault Perrieres Premier Cru 2017,/product/domaine-matrot-meursault-perrieres-premier-cru-2017/524613,Chardonnay,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France","{'JD': '95', 'WS': '95', 'BH': '93'}",0.0,0,139,99,465,0,1,0,0,0,0,0,1
Ferghettina Franciacorta Rose 2014,/product/ferghettina-franciacorta-rose-2014/516713,Rosé Sparkling Wine,"Lombardy, Italy",{'WE': '93'},0.0,0,64,99,465,0,0,1,0,0,0,0,0
Silkman Blackberry Vineyard Semillon 2015,/product/silkman-blackberry-vineyard-semillon-2015/521563,Semillon,"Hunter Valley, Australia","{'RP': '92', 'W&S': '92', 'WE': '91'}",0.0,0,37,99,465,0,1,0,0,0,0,1,0
Brundlmayer Sekt Extra Brut,/product/brundlmayer-sekt-extra-brut/153915,Non-Vintage Sparkling Wine,"Kamptal, Austria","{'RP': '91', 'WE': '91'}",0.0,0,55,"
    ",465,0,0,1,0,0,0,0,0
Lemelson Stermer Vineyard Pinot Noir 2015,/product/lemelson-stermer-vineyard-pinot-noir-2015/523463,Pinot Noir,"Yamhill-Carlton District, Willamette Valley, Oregon","{'RP': '91', 'WS': '91', 'JS': '91'}",0.0,0,52,99,465,1,0,0,0,0,1,0,1
Pride Mountain Vineyards Merlot 2015,/product/pride-mountain-vineyards-merlot-2015/397496,Merlot,"North Coast, California",{'JD': '90'},0.0,0,65,99,465,1,0,0,1,0,0,0,0
Adorada Rose 2017,/product/adorada-rose-2017/513412,Rosé,California,{'WW': '89'},0.0,0,18,99,465,0,0,0,0,0,0,0,0
Failla Hudson Vineyard Chardonnay 2017,/product/failla-hudson-vineyard-chardonnay-2017/521968,Chardonnay,"Napa Valley, California",{'JD': '92'},0.0,0,49,99,465,0,1,0,0,0,0,0,1
Rhys Vineyards Alesia Anderson Valley Chardonnay 2016,/product/rhys-vineyards-alesia-anderson-valley-chardonnay-2016/513127,Chardonnay,"Anderson Valley, Mendocino, California","{'JD': '93', 'RP': '90'}",0.0,0,47,99,465,0,1,0,0,0,0,0,0
Tormaresca Bocca di Lupo 2013,/product/tormaresca-bocca-di-lupo-2013/519895,Aglianico,"Puglia, Italy",{'WS': '92'},0.0,0,71,99,465,1,0,0,0,0,0,0,0
Cascina Bruciata Barolo Cannubi Muscatel 2013,/product/cascina-bruciata-barolo-cannubi-muscatel-2013/529039,Nebbiolo,"Barolo, Piedmont, Italy","{'JS': '93', 'WS': '92'}",0.0,0,71,99,465,1,0,0,0,0,0,0,0
Val di Suga Brunello di Montalcino 2013,/product/val-di-suga-brunello-di-montalcino-2013/512146,Sangiovese,"Montalcino, Tuscany, Italy","{'JS': '93', 'WS': '92', 'D': '90'}",0.0,0,62,99,465,1,0,0,1,0,0,0,0
Podere Brizio Brunello di Montalcino 2013,/product/podere-brizio-brunello-di-montalcino-2013/390573,Sangiovese,"Montalcino, Tuscany, Italy",{'RP': '92'},0.0,0,59,99,465,1,0,0,0,0,0,0,0
Etude Carneros Chardonnay 2013,/product/etude-carneros-chardonnay-2013/157412,Chardonnay,"Carneros, California",{'WW': '91'},0.0,0,38,99,465,0,1,0,0,0,0,0,0
Davis Family Vineyards Campbell Ranch Pinot Noir 2013,/product/davis-family-vineyards-campbell-ranch-pinot-noir-2013/155694,Pinot Noir,"Sonoma Coast, Sonoma County, California",{'WE': '91'},0.0,0,65,"
    ",465,1,0,0,0,0,0,0,0
Maison Chanzy Bouzeron Les Trois 2016,/product/maison-chanzy-bouzeron-les-trois-2016/511626,Aligote,"Cote Chalonnaise, Burgundy, France",{'WE': '89'},0.0,0,19,99,465,0,1,0,0,0,0,0,0
Tres Buhis Cabernet Sauvignon 2016,/product/tres-buhis-cabernet-sauvignon-2016/514646,Cabernet Sauvignon,Spain,{},0.0,0,11,99,465,1,0,0,0,0,0,0,0
Chateau Saint Sulpice Rouge 2016,/product/chateau-saint-sulpice-rouge-2016/513025,Bordeaux Red Blends,"Bordeaux, France",{},3.7,6,14,99,465,1,0,0,0,0,1,0,0
Tres Buhis Selecto Red Blend 2015,/product/tres-buhis-selecto-red-blend-2015/514648,Other Red Blends,Spain,{},0.0,0,15,99,465,1,0,0,0,0,0,0,0
Mia Red 2017,/product/mia-red-2017/509669,Tempranillo,Spain,{},0.0,0,9,99,466,1,0,0,0,0,0,0,0
Trabanco Poma Aurea Sparkling Cider 2016,/product/trabanco-poma-aurea-sparkling-cider-2016/518150,Fruit Wine,Spain,{},0.0,0,19,99,466,0,0,0,0,0,0,0,0
Agricola de Borja Monte Oton Garnacha 2017,/product/agricola-de-borja-monte-oton-garnacha-2017/516394,Grenache,Spain,{},0.0,0,10,99,466,1,0,0,0,0,0,0,0
Chateau Jaumard 2014,/product/chateau-jaumard-2014/511338,Bordeaux Red Blends,"Bordeaux, France",{},0.0,0,16,99,466,1,0,0,0,0,0,0,0
Mouton Cadet Rouge 2016,/product/mouton-cadet-rouge-2016/507515,Bordeaux Red Blends,"Bordeaux, France",{},0.0,0,16,99,466,1,0,0,0,0,0,0,0
Chateau Lamothe de Haux Blanc 2018,/product/chateau-lamothe-de-haux-blanc-2018/521307,Bordeaux White Blends,"Bordeaux, France",{},0.0,0,15,99,466,0,1,0,0,0,0,0,0
Molino Real Sierras de Malaga Mountain Blanco 2013,/product/molino-real-sierras-de-malaga-mountain-blanco-2013/213117,Other White Wine,Spain,{},0.0,0,27,99,466,0,1,0,0,0,0,0,0
Agricola de Borja Vina Borgia 2017,/product/agricola-de-borja-vina-borgia-2017/510592,Grenache,Spain,{},3.0,5,9,99,466,1,0,0,0,0,0,0,0
Luis Rodriguez Vina de Martin Os Pasas Blanco 2015,/product/luis-rodriguez-vina-de-martin-os-pasas-blanco-2015/498069,Other White Blends,Spain,{},0.0,0,38,99,466,0,1,0,0,0,0,0,0
Alvarez de Toledo Godello 2018,/product/alvarez-de-toledo-godello-2018/522236,Godello,Spain,{},0.0,0,12,99,466,0,1,0,0,0,0,0,0
Bodegas Jorge Ordonez Malaga Moscatel Old Vines 2017,/product/bodegas-jorge-ordonez-malaga-moscatel-old-vines-2017/493909,Muscat,Spain,{},0.0,0,20,99,466,0,1,0,0,0,1,0,0
Bodegas Breca Old Vines 2016,/product/bodegas-breca-old-vines-2016/519439,Grenache,Spain,{},0.0,0,19,99,466,1,0,0,0,0,0,0,0
Marc Isart La Maldicion Tinto de Valdilecha 2017,/product/marc-isart-la-maldicion-tinto-de-valdilecha-2017/519036,Other Red Blends,Spain,{},0.0,0,16,99,466,1,0,0,0,0,1,0,0
Gran Sarao Cava Brut,/product/gran-sarao-cava-brut/143822,Non-Vintage Sparkling Wine,Spain,{},0.0,0,13,99,466,0,0,1,0,0,1,0,0
Vinos Guerra Armas de Guerra Tinto Mencia 2017,/product/vinos-guerra-armas-de-guerra-tinto-mencia-2017/509276,Mencia,Spain,{},0.0,0,13,99,466,1,0,0,0,0,1,0,0
Urbitarte Cidre Urbitarte,/product/urbitarte-cidre-urbitarte/223731,Fruit Wine,Spain,{},0.0,0,12,99,466,0,0,0,0,0,0,0,0
Can Rafols dels Caus Terraprima Red 2012,/product/can-rafols-dels-caus-terraprima-red-2012/152751,Other Red Blends,Spain,{},0.0,0,19,99,466,1,0,0,0,0,1,0,0
Tres Buhis Tempranillo 2016,/product/tres-buhis-tempranillo-2016/514647,Tempranillo,Spain,{},0.0,0,11,99,466,1,0,0,0,0,0,0,0
Luis Rodriguez Vina de Martin Escolma Blanco 2011,/product/luis-rodriguez-vina-de-martin-escolma-blanco-2011/159862,Other White Blends,Spain,{},0.0,0,64,99,466,0,1,0,0,0,0,0,0
Bodegas Triton EntreSuelos Tempranillo 2015,/product/bodegas-triton-entresuelos-tempranillo-2015/371111,Tempranillo,Spain,{},0.0,0,13,99,466,1,0,0,0,0,0,0,0
Calvet Cremant de Bordeaux Brut Rose 2016,/product/calvet-cremant-de-bordeaux-brut-rose-2016/531566,Rosé Sparkling Wine,"Bordeaux, France",{},0.0,0,19,99,466,0,0,1,0,0,0,0,0
Dominio de Eguren Protocolo Tinto 2017,/product/dominio-de-eguren-protocolo-tinto-2017/527833,Tempranillo,Spain,{},0.0,0,8,99,466,1,0,0,0,0,0,1,0
Bodegas Triton Mencia 2015,/product/bodegas-triton-mencia-2015/389616,Mencia,Spain,{},0.0,0,16,99,466,1,0,0,0,0,0,0,0
Dominio de Eguren Protocolo Tinto Organic 2016,/product/dominio-de-eguren-protocolo-tinto-organic-2016/513460,Tempranillo,Spain,{},0.0,0,12,99,466,1,0,0,0,0,0,0,0
Carro Tinto 2017,/product/carro-tinto-2017/521049,Rhone Red Blends,Spain,{},0.0,0,15,99,466,1,0,0,0,0,0,0,0
Lo Nuevo Sorbo A Sorbo Garnacha 2014,/product/lo-nuevo-sorbo-a-sorbo-garnacha-2014/152578,Grenache,Spain,{},0.0,0,10,99,467,1,0,0,0,0,0,0,0
Red Diamond Temperamental,/product/red-diamond-temperamental/133425,Other Red Blends,Spain,{},3.7,17,10,99,467,1,0,0,0,0,0,0,0
Finca Torremilanos Penalba Lopez Blanco 2015,/product/finca-torremilanos-penalba-lopez-blanco-2015/343202,Other White Blends,Spain,{},0.0,0,19,99,467,0,1,0,0,0,1,0,0
Poema Red Blend 2016,/product/poema-red-blend-2016/414201,Other Red Blends,Spain,{},3.9,7,7,99,467,1,0,0,0,0,0,0,0
Atalaya Laya 2018,/product/atalaya-laya-2018/528198,Other Red Blends,Spain,{},0.0,0,11,99,467,1,0,0,0,0,0,0,0
Bodegas Aragonesas Coto de Hayas Crianza 2004,/product/bodegas-aragonesas-coto-de-hayas-crianza-2004/508671,Grenache,Spain,{},0.0,0,10,99,467,1,0,0,0,0,0,0,0
Bodegas Triton Tridente Tempranillo 2015,/product/bodegas-triton-tridente-tempranillo-2015/366871,Tempranillo,Spain,{},0.0,0,17,99,467,1,0,0,0,0,0,0,0
Flaco Tempranillo 2018,/product/flaco-tempranillo-2018/526317,Tempranillo,Spain,{},0.0,0,10,99,467,1,0,0,0,0,0,0,0
Dehesa La Granja 2008,/product/dehesa-la-granja-2008/309402,Tempranillo,Spain,{},0.0,0,20,99,467,1,0,0,0,0,0,0,0
Bodegas Sierra Salinas Mira 2016,/product/bodegas-sierra-salinas-mira-2016/508290,Other Red Blends,Spain,{},0.0,0,19,99,467,1,0,0,0,0,0,0,0
Joan d'Anguera Finca L'Argata 2013,/product/joan-danguera-finca-largata-2013/211092,Other Red Blends,Spain,{},0.0,0,32,"
    ",467,1,0,0,0,0,1,0,0
Tres Buhis Cabernet Sauvignon 2017,/product/tres-buhis-cabernet-sauvignon-2017/525693,Cabernet Sauvignon,Spain,{},0.0,0,11,99,467,1,0,0,0,0,0,0,0
Alvarez de Toledo Godello 2017,/product/alvarez-de-toledo-godello-2017/405516,Godello,Spain,{},0.0,0,9,99,467,0,1,0,0,0,0,0,0
Tres Buhis Tempranillo 2017,/product/tres-buhis-tempranillo-2017/525696,Tempranillo,Spain,{},0.0,0,11,99,467,1,0,0,0,0,0,0,0
Anima Negra AN 2016,/product/anima-negra-an-2016/510504,Other Red Wine,Spain,{},0.0,0,36,99,467,1,0,0,0,0,0,0,0
Chateau Grimard 2016,/product/chateau-grimard-2016/512071,Bordeaux Red Blends,"Bordeaux, France",{},0.0,0,12,99,467,1,0,0,0,0,0,0,0
Evodia Old Vine Grenache 2017,/product/evodia-old-vine-grenache-2017/518500,Grenache,Spain,{},3.8,6,12,99,467,1,0,0,0,0,1,0,0
Atalaya La Atalaya 2015,/product/atalaya-la-atalaya-2015/353559,Other Red Blends,Spain,{},0.0,0,14,99,467,1,0,0,0,0,0,0,0
Los Dos Rose 2017,/product/los-dos-rose-2017/368358,Rosé,Spain,{},0.0,0,11,99,467,0,0,0,0,0,0,1,0
Dourthe La Grande Cuvee Sauvignon Blanc 2018,/product/dourthe-la-grande-cuvee-sauvignon-blanc-2018/528819,Sauvignon Blanc,"Bordeaux, France",{},0.0,0,15,99,467,0,1,0,0,0,0,0,0
Cru Monplaisir Bordeaux Superieur 2016,/product/cru-monplaisir-bordeaux-superieur-2016/430064,Bordeaux Red Blends,"Bordeaux, France",{},0.0,0,19,99,467,1,0,0,0,0,0,0,0
Vinos de Arganza Flavium Premium Crianza Mencia 2013,/product/vinos-de-arganza-flavium-premium-crianza-mencia-2013/169631,Mencia,Spain,{},0.0,0,12,99,467,1,0,0,0,0,0,0,0
Castro Candaz Finca El Curvado 2017,/product/castro-candaz-finca-el-curvado-2017/515998,Other Red Blends,Spain,{},0.0,0,32,99,467,1,0,0,0,0,0,0,1
Bodegas Volver Triga 2015,/product/bodegas-volver-triga-2015/514433,Other Red Blends,Spain,{},0.0,0,42,99,467,1,0,0,0,0,0,0,0
Campos de Luz Blanc 2016,/product/campos-de-luz-blanc-2016/388347,Other White Blends,Spain,{},0.0,0,10,99,468,0,1,0,0,0,0,1,0
LaFou El Sender 2014,/product/lafou-el-sender-2014/160481,Other Red Wine,Spain,{},0.0,0,12,99,468,1,0,0,0,0,0,0,0
La Zorra Teso Blanco 2014,/product/la-zorra-teso-blanco-2014/152328,Other White Wine,Spain,{},0.0,0,23,99,468,0,1,0,0,0,0,0,0
Bodegas Breca Garnacha de Fuego 2017,/product/bodegas-breca-garnacha-de-fuego-2017/504949,Grenache,Spain,{},0.0,0,9,99,468,1,0,0,0,0,0,0,0
Bodegas Bhilar Phinca Encanto Rufete 2014,/product/bodegas-bhilar-phinca-encanto-rufete-2014/513464,Other Red Wine,Spain,{},0.0,0,26,99,468,1,0,0,0,0,0,0,0
Domaine de la Damase Grenache 2018,/product/domaine-de-la-damase-grenache-2018/527523,Rhone Red Blends,"Rhone, France",{},0.0,0,16,99,468,1,0,0,0,0,0,0,0
Calvet Cremant de Bordeaux Brut 2016,/product/calvet-cremant-de-bordeaux-brut-2016/531563,Vintage Sparkling Wine,"Bordeaux, France",{},0.0,0,19,99,468,0,0,1,0,0,0,0,0
Atalaya La Atalaya 2014,/product/atalaya-la-atalaya-2014/162220,Other Red Blends,Spain,{},0.0,0,14,99,468,1,0,0,0,0,0,0,0
La Tour Pavee 2016,/product/la-tour-pavee-2016/511341,Bordeaux Red Blends,"Bordeaux, France",{},0.0,0,17,99,468,1,0,0,0,0,0,0,0
Camino Roca Altxerri Txakoli 2018,/product/camino-roca-altxerri-txakoli-2018/531023,Other White Blends,Spain,{},0.0,0,19,99,468,0,1,0,0,0,0,0,0
Las Pizarras Las Pizarras 2011,/product/las-pizarras-las-pizarras-2011/161222,Grenache,Spain,{},0.0,0,12,99,468,1,0,0,0,0,0,0,0
Castro Candaz A Boca do Demo Ribeira Sacra Tinto 2017,/product/castro-candaz-a-boca-do-demo-ribeira-sacra-tinto-2017/510692,Other Red Blends,Spain,{},0.0,0,49,99,468,1,0,0,0,0,0,0,0
Poema White Blend 2015,/product/poema-white-blend-2015/249712,Other White Blends,Spain,{},0.0,0,10,99,468,0,1,0,0,0,0,0,0
Bodegas Aragonesas Fagus Coto de Hayas Garnacha 2007,/product/bodegas-aragonesas-fagus-coto-de-hayas-garnacha-2007/508693,Grenache,Spain,{},0.0,0,34,99,468,1,0,0,0,0,0,0,0
Chateau La Freynelle Blanc 2018,/product/chateau-la-freynelle-blanc-2018/518082,Bordeaux White Blends,"Bordeaux, France",{},0.0,0,15,99,468,0,1,0,0,0,0,0,0
Chateau Camplay 2016,/product/chateau-camplay-2016/511333,Bordeaux Red Blends,"Bordeaux, France",{},0.0,0,16,99,468,1,0,0,0,0,0,0,0
Sedella Laderas de Sedella Anfora 2015,/product/sedella-laderas-de-sedella-anfora-2015/521201,Other Red Blends,Spain,{},0.0,0,19,99,468,1,0,0,0,0,0,0,0
Camino Roca Altxerri Txakoli 2017,/product/camino-roca-altxerri-txakoli-2017/434829,Other White Blends,Spain,{},0.0,0,19,99,468,0,1,0,0,0,0,0,0
Chateau La Freynelle 2016,/product/chateau-la-freynelle-2016/422114,Bordeaux Red Blends,"Bordeaux, France",{},0.0,0,15,99,468,1,0,0,0,0,0,0,0
Dehesa La Granja 2009,/product/dehesa-la-granja-2009/515865,Tempranillo,Spain,{},0.0,0,20,99,468,1,0,0,0,0,0,0,0
Zephyr Riesling 2016,/product/zephyr-riesling-2016/373442,Riesling,"Marlborough, New Zealand",{'RP': '89'},0.0,0,18,99,468,0,1,0,0,0,1,1,0
Schramsberg Reserve Brut 2006,/product/schramsberg-reserve-brut-2006/137871,Vintage Sparkling Wine,"North Coast, California","{'WE': '94', 'WS': '90', 'W&S': '90'}",0.0,0,109,99,468,0,0,1,0,0,0,0,0
Canard-Duchene Charles VII Brut,/product/canard-duchene-charles-vii-brut/110660,Non-Vintage Sparkling Wine,"Champagne, France",{'WE': '91'},0.0,0,53,99,468,0,0,1,0,0,0,0,0
K Vintners Guido Sangiovese 2012,/product/k-vintners-guido-sangiovese-2012/148887,Sangiovese,"Walla Walla Valley, Columbia Valley, Washington","{'RP': '91', 'WE': '91'}",0.0,0,47,99,468,1,0,0,0,0,0,0,1
Cape Mentelle Shiraz/Cabernet 2016,/product/cape-mentelle-shiraz-cabernet-2016/520336,Other Red Blends,"Margaret River, Australia",{'WE': '89'},0.0,0,23,99,468,1,0,0,0,0,0,0,0
Perrier-Jouet Belle Epoque With Glassware Set 2011,/product/perrier-jouet-belle-epoque-with-glassware-set-2011/485080,Vintage Sparkling Wine,"Champagne, France","{'WE': '94', 'JS': '92', 'W&S': '92'}",0.0,0,239,"
    ",469,0,0,1,1,0,0,0,0
Horsepower Vineyards The Tribe Vineyard Syrah 2014,/product/horsepower-vineyards-the-tribe-vineyard-syrah-2014/330983,Syrah/Shiraz,"Walla Walla Valley, Columbia Valley, Washington","{'RP': '96', 'JS': '94', 'WS': '93'}",0.0,0,159,99,469,1,0,0,1,0,1,0,1
Yao Ming Family Reserve Cabernet Sauvignon 2014,/product/yao-ming-family-reserve-cabernet-sauvignon-2014/517481,Cabernet Sauvignon,"Napa Valley, California","{'RP': '94', 'JS': '94'}",0.0,0,159,"
    ",469,1,0,0,1,0,0,0,1
Chante Perdrix Chateauneuf-du-Pape 2015,/product/chante-perdrix-chateauneuf-du-pape-2015/356138,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France",{'RP': '91'},0.0,0,60,"
    ",469,1,0,0,0,0,0,0,0
Raeburn Rose 2018,/product/raeburn-rose-2018/519007,Rosé,"Russian River, Sonoma County, California",{'WW': '89'},0.0,0,19,99,469,0,0,0,0,0,0,1,0
Paul Hobbs Russian River Chardonnay 2016,/product/paul-hobbs-russian-river-chardonnay-2016/506520,Chardonnay,"Russian River, Sonoma County, California","{'RP': '92', 'JS': '92'}",0.0,0,59,99,469,0,1,0,0,0,0,0,0
Querciabella Turpino 2010,/product/querciabella-turpino-2010/151597,Bordeaux Red Blends,"Tuscany, Italy","{'JS': '92', 'WS': '91'}",0.0,0,60,"
    ",469,1,0,0,0,0,1,0,0
Dow's 20 Year Old Tawny Port,/product/dows-20-year-old-tawny-port/1812,Port,Portugal,"{'WS': '93', 'WE': '91'}",4.0,10,68,"
    ",469,0,0,0,0,0,0,0,0
