,name,url,varietal,origin,rating_dict,avg_rating,rating_count,page,red,white,sparking,collectible,giftable,green,screwcap,boutique,price,price_bins,description
2507,Mitolo The Jester Cabernet Sauvignon 2015,/product/mitolo-the-jester-cabernet-sauvignon-2015/391043,Cabernet Sauvignon,Australia,{},0.0,0,276,1,0,0,0,0,0,1,0.0,25.0,20-50,
2507,Karthauserhof Riesling Ruwer Trocken 2017,/product/karthauserhof-riesling-ruwer-trocken-2017/508450,Riesling,Germany,{},0.0,0,276,0,1,0,0,0,0,0,0.0,25.99,20-50,
2507,Juve Y Camps Reserva de la Familia Cava Brut Nature 2015,/product/juve-y-camps-reserva-de-la-familia-cava-brut-nature-2015/523035,Vintage Sparkling Wine,Spain,{},0.0,0,276,0,0,1,0,0,0,0,0.0,19.99,<20,
2507,Wrongo Dongo Monastrell 2017,/product/wrongo-dongo-monastrell-2017/518493,Mourvedre,Spain,{},0.0,0,276,1,0,0,0,0,0,0,0.0,11.99,<20,
2507,Alvaro Palacios Les Terrasses Velles Vinyes Priorat 2016,/product/alvaro-palacios-les-terrasses-velles-vinyes-priorat-2016/493898,Other Red Blends,Spain,{},0.0,0,277,1,0,0,0,0,1,0,0.0,41.99,20-50,
2507,Aveleda Quinta da Aveleda Vinho Verde 2017,/product/aveleda-quinta-da-aveleda-vinho-verde-2017/493686,Other White Blends,Portugal,{},0.0,0,277,0,1,0,0,0,0,0,0.0,9.99,<20,
2507,Morgadio Legado del Conde Albarino 2016,/product/morgadio-legado-del-conde-albarino-2016/256569,Albarino,Spain,{},0.0,0,277,0,1,0,0,0,0,0,0.0,16.99,<20,
2507,Herdade do Rocim Alicante Bouschet 2017,/product/herdade-do-rocim-alicante-bouschet-2017/526941,Other Red Wine,Portugal,{},0.0,0,277,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Dr. Konstantin Frank Gewurztraminer 2017,/product/dr-konstantin-frank-gewurztraminer-2017/520186,Gewurztraminer,Other U.S.,{},0.0,0,277,0,1,0,0,0,0,0,0.0,18.99,<20,
2507,Wither Hills Sauvignon Blanc 2018,/product/wither-hills-sauvignon-blanc-2018/524027,Sauvignon Blanc,New Zealand,{},0.0,0,277,0,1,0,0,0,1,1,0.0,18.99,<20,
2507,Marchesi di Barolo Gavi 2017,/product/marchesi-di-barolo-gavi-2017/512313,Cortese,Italy,{},0.0,0,277,0,1,0,0,0,0,0,0.0,18.99,<20,
2507,Castello di Luzzano Sommossa Bonarda Frizzante 2017,/product/castello-di-luzzano-sommossa-bonarda-frizzante-2017/517681,Red Sparkling Wine,Italy,{},0.0,0,277,0,0,1,0,0,0,0,0.0,19.99,<20,
2507,Prunotto Fiulot Barbera d'Asti 2017,/product/prunotto-fiulot-barbera-dasti-2017/514757,Barbera,Italy,{},3.1,7,277,1,0,0,0,0,0,0,0.0,18.99,<20,
2507,Marchesi di Gresy Barbera d'Asti 2017,/product/marchesi-di-gresy-barbera-dasti-2017/518972,Barbera,Italy,{},0.0,0,277,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Sheldrake Point Gamay Noir 2017,/product/sheldrake-point-gamay-noir-2017/513591,Gamay,Other U.S.,{},0.0,0,277,1,0,0,0,0,0,0,1.0,18.99,<20,
2507,Buglioni L'Amarone della Valpolicella Classico 2013,/product/buglioni-lamarone-della-valpolicella-classico-2013/430107,Other Red Blends,Italy,{},0.0,0,277,1,0,0,0,0,0,0,0.0,69.99,50-100,
2507,Ayala Brut Rose No. 8,/product/ayala-brut-rose-no-8/260874,Rosé Sparkling Wine,France,{},0.0,0,277,0,0,1,0,0,0,0,0.0,85.99,50-100,
2507,Root 1 Cabernet Sauvignon 2017,/product/root-1-cabernet-sauvignon-2017/510976,Cabernet Sauvignon,Chile,{},3.7,10,277,1,0,0,0,0,0,1,0.0,10.99,<20,
2507,Ironstone Old Vine Zinfandel 2016,/product/ironstone-old-vine-zinfandel-2016/366825,Zinfandel,California,{},0.0,0,277,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Yealands Peter Yealands Pinot Gris 2015,/product/yealands-peter-yealands-pinot-gris-2015/152873,Pinot Gris/Grigio,New Zealand,{},0.0,0,277,0,1,0,0,0,1,1,0.0,15.0,<20,
2507,Giordano Lombardo Vigne di San Martino Gavi di Gavi 2017,/product/giordano-lombardo-vigne-di-san-martino-gavi-di-gavi-2017/508447,Cortese,Italy,{},0.0,0,277,0,1,0,0,0,1,0,0.0,17.99,<20,
2507,Highway 12 Carneros Highway Pinot Noir 2015,/product/highway-12-carneros-highway-pinot-noir-2015/169598,Pinot Noir,California,{},0.0,0,277,1,0,0,0,0,0,1,0.0,24.99,20-50,
2507,Michael David Winery Freakshow Red Blend 2016,/product/michael-david-winery-freakshow-red-blend-2016/527940,Other Red Blends,California,{},0.0,0,277,1,0,0,0,0,0,0,0.0,23.99,20-50,
2507,Joseph Drouhin Hospices De Belleville Morgon 2016,/product/joseph-drouhin-hospices-de-belleville-morgon-2016/393180,Gamay,France,{},0.0,0,277,1,0,0,0,0,1,0,0.0,21.99,20-50,
2507,Hugel Gentil 2017,/product/hugel-gentil-2017/521908,Other White Blends,France,{},0.0,0,277,0,1,0,0,0,0,0,0.0,14.99,<20,
2507,Sigalas MM Red Blend 2016,/product/sigalas-mm-red-blend-2016/429249,Other Red Blends,Greece,{},0.0,0,277,1,0,0,0,0,0,0,0.0,32.99,20-50,
2507,Domaine Eugene Carrel & Fils Jongieux Blanc 2017,/product/domaine-eugene-carrel-and-fils-jongieux-blanc-2017/512863,Other White Wine,France,{},0.0,0,277,0,1,0,0,0,0,0,0.0,12.99,<20,
2507,Boutari Naoussa 2014,/product/boutari-naoussa-2014/410692,Other Red Wine,Greece,{},0.0,0,277,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Domaine Grand Veneur Cotes du Rhone Reserve 2015,/product/domaine-grand-veneur-cotes-du-rhone-reserve-2015/213091,Rhone Red Blends,France,{},0.0,0,277,1,0,0,0,0,0,0,0.0,17.99,<20,
2507,Ernie Els Signature 2013,/product/ernie-els-signature-2013/338817,Bordeaux Red Blends,South Africa,{},0.0,0,278,1,0,0,0,0,0,0,0.0,74.99,50-100,
2507,Ashbrook Estate Verdelho 2017,/product/ashbrook-estate-verdelho-2017/510323,Verdelho,Australia,{},0.0,0,278,0,1,0,0,0,0,1,0.0,19.99,<20,
2507,Lafond SRH Series Chardonnay 2017,/product/lafond-srh-series-chardonnay-2017/525367,Chardonnay,California,{},0.0,0,278,0,1,0,0,0,0,0,0.0,25.99,20-50,
2507,Bodegas Martinez Corta Cepas Antiguas Tinto 2015,/product/bodegas-martinez-corta-cepas-antiguas-tinto-2015/162534,Tempranillo,Spain,{},0.0,0,278,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Ostatu Rioja Blanco 2018,/product/ostatu-rioja-blanco-2018/520556,Other White Blends,Spain,{},0.0,0,278,0,1,0,0,0,0,0,0.0,16.99,<20,
2507,Mastroberardino Lacryma Christi del Vesuvio Bianco 2017,/product/mastroberardino-lacryma-christi-del-vesuvio-bianco-2017/507694,Other White Wine,Italy,{},0.0,0,278,0,1,0,0,0,0,0,0.0,20.99,20-50,
2507,Quinta de la Rosa Vintage Port 2011,/product/quinta-de-la-rosa-vintage-port-2011/390461,Other Dessert,Portugal,{},0.0,0,278,0,0,0,0,0,0,0,0.0,85.99,50-100,
2507,Vigilance Chardonnay 2017,/product/vigilance-chardonnay-2017/508394,Chardonnay,California,{},0.0,0,278,0,1,0,0,0,1,0,0.0,16.99,<20,
2507,Castello Monaci Artas Primitivo 2016,/product/castello-monaci-artas-primitivo-2016/519466,Primitivo,Italy,{},0.0,0,278,1,0,0,0,0,1,0,0.0,39.99,20-50,
2507,Pierre Sparr Pinot Gris 2015,/product/pierre-sparr-pinot-gris-2015/169586,Pinot Gris/Grigio,France,{},0.0,0,278,0,1,0,0,0,0,0,0.0,20.99,20-50,
2507,Domaine de la Janasse Cotes du Rhone Villages Terre d'Argile 2013,/product/domaine-de-la-janasse-cotes-du-rhone-villages-terre-dargile-2013/431094,Rhone Red Blends,France,{},0.0,0,278,1,0,0,0,0,0,0,0.0,24.99,20-50,
2507,Ben Haines Wine Co B Minor GSM 2016,/product/ben-haines-wine-co-b-minor-gsm-2016/293821,Rhone Red Blends,Australia,{},0.0,0,278,1,0,0,0,0,0,0,0.0,23.99,20-50,
2507,Odfjell Armador Sauvignon Blanc 2018,/product/odfjell-armador-sauvignon-blanc-2018/520053,Sauvignon Blanc,Chile,{},0.0,0,278,0,1,0,0,0,1,1,0.0,13.99,<20,
2507,Tierra Agricola Labastida El Primavera 2015,/product/tierra-agricola-labastida-el-primavera-2015/177940,Tempranillo,Spain,{},0.0,0,278,1,0,0,0,0,0,0,0.0,16.99,<20,
2507,Laetitia Reserve du Domaine Pinot Noir 2015,/product/laetitia-reserve-du-domaine-pinot-noir-2015/516857,Pinot Noir,California,{},0.0,0,278,1,0,0,0,0,0,0,0.0,36.99,20-50,
2507,Truett Hurst The Fugitive Red 2015,/product/truett-hurst-the-fugitive-red-2015/509654,Other Red Blends,California,{},0.0,0,278,1,0,0,0,0,0,0,0.0,54.99,50-100,
2507,Odfjell Orzada Organic Carignan 2017,/product/odfjell-orzada-organic-carignan-2017/519507,Carignan,Chile,{},0.0,0,278,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Domaine Vacheron Sancerre 2017,/product/domaine-vacheron-sancerre-2017/430265,Sauvignon Blanc,France,{},0.0,0,278,0,1,0,0,0,1,0,0.0,39.99,20-50,
2507,Folk Machine Riesling 2015,/product/folk-machine-riesling-2015/165400,Riesling,California,{},0.0,0,278,0,1,0,0,0,0,0,0.0,21.99,20-50,
2507,Old Soul Vineyards Petite Sirah 2016,/product/old-soul-vineyards-petite-sirah-2016/392314,Petite Sirah,California,{},3.7,5,278,1,0,0,0,0,0,0,0.0,17.0,<20,
2507,Domaine Jean Vullien La Jacquere Savoie Blanc 2018,/product/domaine-jean-vullien-la-jacquere-savoie-blanc-2018/529186,Other White Wine,France,{},0.0,0,278,0,1,0,0,0,0,0,0.0,15.99,<20,
2507,El Vinculo Crianza 2012,/product/el-vinculo-crianza-2012/309398,Tempranillo,Spain,{},0.0,0,278,1,0,0,0,0,0,0,0.0,18.99,<20,
2507,Domaine du Joncier Lirac Le Classique 2013,/product/domaine-du-joncier-lirac-le-classique-2013/275449,Rhone Red Blends,France,{},0.0,0,278,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Cottanera Etna Barbazzale Rosso 2017,/product/cottanera-etna-barbazzale-rosso-2017/519856,Other Red Wine,Italy,{},0.0,0,278,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Cantina Cellaro Luma Nero d'Avola 2017,/product/cantina-cellaro-luma-nero-davola-2017/508382,Nero d'Avola,Italy,{},0.0,0,279,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Bayten Buitenverwachting Chardonnay 2016,/product/bayten-buitenverwachting-chardonnay-2016/336196,Chardonnay,South Africa,{},0.0,0,279,0,1,0,0,0,0,0,0.0,19.99,<20,
2507,WillaKenzie Estate Rose 2017,/product/willakenzie-estate-rose-2017/520047,Rosé,Oregon,{},0.0,0,279,0,0,0,0,0,1,1,0.0,22.99,20-50,
2507,North by Northwest NxNW Horse Heaven Hills Riesling 2015,/product/north-by-northwest-nxnw-horse-heaven-hills-riesling-2015/514946,Riesling,Washington,{},0.0,0,279,0,1,0,0,0,0,0,0.0,11.99,<20,
2507,Wente Sandstone Merlot 2015,/product/wente-sandstone-merlot-2015/423176,Merlot,California,{},0.0,0,279,1,0,0,0,0,1,0,0.0,18.99,<20,
2507,Charles Krug Carneros Pinot Noir 2015,/product/charles-krug-carneros-pinot-noir-2015/389506,Pinot Noir,California,{},0.0,0,279,1,0,0,0,0,0,0,0.0,29.99,20-50,
2507,Gramona La Cuvee Cava 2015,/product/gramona-la-cuvee-cava-2015/519857,Vintage Sparkling Wine,Spain,{},0.0,0,279,0,0,1,0,0,1,0,0.0,21.99,20-50,
2507,Lafouge Auxey-Duresses Rouge Premier Cru Les Ecusseaux 2016,/product/lafouge-auxey-duresses-rouge-premier-cru-les-ecusseaux-2016/525158,Pinot Noir,France,{},0.0,0,279,1,0,0,0,0,0,0,0.0,44.99,20-50,
2507,Vina Herminia Lady Label Herminia Tempranillo 2015,/product/vina-herminia-lady-label-herminia-tempranillo-2015/509494,Tempranillo,Spain,{},0.0,0,279,1,0,0,0,0,0,0,0.0,15.99,<20,
2507,Dominio del Aguila Reserva 2015,/product/dominio-del-aguila-reserva-2015/524151,Tempranillo,Spain,{},0.0,0,279,1,0,0,0,0,0,0,0.0,88.99,50-100,
2507,Chateau Thivin Brouilly Reverdon 2016,/product/chateau-thivin-brouilly-reverdon-2016/318592,Gamay,France,{},0.0,0,279,1,0,0,0,0,0,0,0.0,25.99,20-50,
2507,Ladoucette Baron de L Pouilly Fume 2015,/product/ladoucette-baron-de-l-pouilly-fume-2015/515567,Sauvignon Blanc,France,{},0.0,0,279,0,1,0,0,0,0,0,0.0,115.99,100+,
2507,Luberri Orlegi Rioja 2018,/product/luberri-orlegi-rioja-2018/526919,Tempranillo,Spain,{},0.0,0,279,1,0,0,0,0,0,0,0.0,22.99,20-50,
2507,Finca Antigua Tempranillo 2015,/product/finca-antigua-tempranillo-2015/433968,Tempranillo,Spain,{},0.0,0,279,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Chateau des Bertrands Estate Rose 2018,/product/chateau-des-bertrands-estate-rose-2018/523284,Rosé,France,{},0.0,0,279,0,0,0,0,0,1,0,0.0,29.99,20-50,
2507,Donnafugata Lighea Dry Muscat 2018,/product/donnafugata-lighea-dry-muscat-2018/531035,Muscat,Italy,{},0.0,0,279,0,1,0,0,0,0,0,0.0,25.99,20-50,
2507,B.R. Cohn Sangiacomo Vineyard Chardonnay 2016,/product/br-cohn-sangiacomo-vineyard-chardonnay-2016/430068,Chardonnay,California,{},0.0,0,279,0,1,0,0,0,0,0,0.0,35.99,20-50,
2507,Casa do Valle Vinho Verde Branco 2018,/product/casa-do-valle-vinho-verde-branco-2018/522753,Other White Blends,Portugal,{},0.0,0,279,0,1,0,0,0,0,0,0.0,11.99,<20,
2507,Garciarevalo Casamaro Verdejo 2018,/product/garciarevalo-casamaro-verdejo-2018/523439,Verdejo,Spain,{},0.0,0,279,0,1,0,0,0,1,0,0.0,13.99,<20,
2507,Jeremie Huchet Clos Les Montys Muscadet Sevre et Maine 2017,/product/jeremie-huchet-clos-les-montys-muscadet-sevre-et-maine-2017/495887,Melon de Bourgogne,France,{},0.0,0,279,0,1,0,0,0,1,0,0.0,14.99,<20,
2507,Domaine le Couroulu Vacqueyras Cuvee Classique 2015,/product/domaine-le-couroulu-vacqueyras-cuvee-classique-2015/431260,Rhone Red Blends,France,{},0.0,0,279,1,0,0,0,0,0,0,0.0,21.99,20-50,
2507,Carpineto Chianti Classico 2017,/product/carpineto-chianti-classico-2017/521907,Sangiovese,Italy,{},0.0,0,279,1,0,0,0,0,0,0,0.0,17.99,<20,
2507,Castello Monaci Liante Salice Salentino 2016,/product/castello-monaci-liante-salice-salentino-2016/371012,Negroamaro,Italy,{},0.0,0,279,1,0,0,0,0,1,0,0.0,14.99,<20,
2507,Santa Ema Select Terroir Carmenere 2018,/product/santa-ema-select-terroir-carmenere-2018/526991,Carmenere,Chile,{},0.0,0,279,1,0,0,0,0,0,0,0.0,12.99,<20,
2507,Recanati Upper Galilee Chardonnay 2014,/product/recanati-upper-galilee-chardonnay-2014/159922,Chardonnay,Israel,{},0.0,0,279,0,1,0,0,0,0,0,0.0,18.99,<20,
2507,JCB No. 5 Rose 2018,/product/jcb-no-5-rose-2018/523954,Rosé,France,{},0.0,0,280,0,0,0,0,0,0,0,0.0,24.99,20-50,
2507,Jean-Maurice Raffault Chinon Rose 2018,/product/jean-maurice-raffault-chinon-rose-2018/526980,Rosé,France,{},0.0,0,280,0,0,0,0,0,0,0,0.0,18.99,<20,
2507,Undurraga Terroir Hunter Sauvignon Blanc 2015,/product/undurraga-terroir-hunter-sauvignon-blanc-2015/163785,Sauvignon Blanc,Chile,{},0.0,0,280,0,1,0,0,0,0,1,0.0,19.99,<20,
2507,Au Bon Climat La Bauge Au Dessus Pinot Noir 2015,/product/au-bon-climat-la-bauge-au-dessus-pinot-noir-2015/354780,Pinot Noir,California,{},0.0,0,280,1,0,0,0,0,0,0,0.0,34.99,20-50,
2507,Oyster Bay Pinot Gris 2018,/product/oyster-bay-pinot-gris-2018/509096,Pinot Gris/Grigio,New Zealand,{},0.0,0,280,0,1,0,0,0,0,1,0.0,13.99,<20,
2507,Ben Haines Wine Co Grampians Shiraz Marsanne 2017,/product/ben-haines-wine-co-grampians-shiraz-marsanne-2017/522076,Syrah/Shiraz,Australia,{},0.0,0,280,1,0,0,0,0,0,1,0.0,22.99,20-50,
2507,Odfjell Armador Sauvignon Blanc 2017,/product/odfjell-armador-sauvignon-blanc-2017/506476,Sauvignon Blanc,Chile,{},0.0,0,280,0,1,0,0,0,1,1,0.0,13.99,<20,
2507,Selbach Oster Zeltinger Sonnenuhr Riesling Kabinett 2016,/product/selbach-oster-zeltinger-sonnenuhr-riesling-kabinett-2016/262296,Riesling,Germany,{},0.0,0,280,0,1,0,0,0,0,0,0.0,27.99,20-50,
2507,Donnhoff Estate Riesling Trocken 2018,/product/donnhoff-estate-riesling-trocken-2018/528228,Riesling,Germany,{},0.0,0,280,0,1,0,0,0,0,0,0.0,24.99,20-50,
2507,Santa Julia Reserva Cabernet Sauvignon 2015,/product/santa-julia-reserva-cabernet-sauvignon-2015/304368,Cabernet Sauvignon,Argentina,{},0.0,0,280,1,0,0,0,0,0,0,0.0,10.99,<20,
2507,Hagafen Coombsville Pinot Noir 2016,/product/hagafen-coombsville-pinot-noir-2016/324316,Pinot Noir,California,{},0.0,0,280,1,0,0,0,0,0,0,0.0,39.0,20-50,
2507,Marques de Vargas Rioja Reserva 2011,/product/marques-de-vargas-rioja-reserva-2011/379117,Other Red Blends,Spain,{},0.0,0,280,1,0,0,0,0,0,0,0.0,29.99,20-50,
2507,Duboeuf Beaujolais Villages 2017,/product/duboeuf-beaujolais-villages-2017/526435,Gamay,France,{},0.0,0,280,1,0,0,0,0,0,0,0.0,12.99,<20,
2507,Villadoria Barbaresco 2014,/product/villadoria-barbaresco-2014/272681,Nebbiolo,Italy,{},0.0,0,280,1,0,0,0,0,0,0,0.0,27.99,20-50,
2507,Bodega Garzon Uruguay Single Vineyard Tannat 2016,/product/bodega-garzon-uruguay-single-vineyard-tannat-2016/522954,Tannat,Uruguay,{},0.0,0,280,1,0,0,0,0,0,0,0.0,30.0,20-50,
2507,Root 1 Pinot Noir 2016,/product/root-1-pinot-noir-2016/390232,Pinot Noir,Chile,{},0.0,0,280,1,0,0,0,0,0,1,0.0,10.99,<20,
2507,Catherine & Pierre Breton Trinch! 2016,/product/catherine-and-pierre-breton-trinch-2016/423829,Cabernet Franc,France,{},0.0,0,280,1,0,0,0,0,1,0,0.0,31.99,20-50,
2507,Wolffer Estate Summer in a Bottle White 2018,/product/wolffer-estate-summer-in-a-bottle-white-2018/522415,Other White Blends,Other U.S.,{},0.0,0,280,0,1,0,0,0,0,0,0.0,24.99,20-50,
2507,Jean Max Roger Pouilly Fume Les Chante-Alouettes 2016,/product/jean-max-roger-pouilly-fume-les-chante-alouettes-2016/414612,Sauvignon Blanc,France,{},0.0,0,280,0,1,0,0,0,0,0,0.0,27.99,20-50,
2507,Trentadue Sauvignon Blanc 2016,/product/trentadue-sauvignon-blanc-2016/178122,Sauvignon Blanc,California,{},0.0,0,280,0,1,0,0,0,0,1,0.0,19.99,<20,
2507,Umani Ronchi CaSal di Serra Verdicchio 2016,/product/umani-ronchi-casal-di-serra-verdicchio-2016/280655,Verdicchio,Italy,{},0.0,0,280,0,1,0,0,0,0,0,0.0,19.0,<20,
2507,Gini Soave Classico 2017,/product/gini-soave-classico-2017/513456,Garganega,Italy,{},0.0,0,280,0,1,0,0,0,1,0,0.0,21.99,20-50,
2507,Baron Herzog Zinfandel 2015,/product/baron-herzog-zinfandel-2015/519736,Zinfandel,California,{},0.0,0,280,1,0,0,0,0,0,0,0.0,11.99,<20,
2507,Yves Leccia Vigneron Patrimonio Rouge 2016,/product/yves-leccia-vigneron-patrimonio-rouge-2016/507227,Other Red Wine,France,{},0.0,0,280,1,0,0,0,0,0,0,0.0,34.99,20-50,
2507,Fiddlehead Seven Twenty Eight Pinot Noir 2013,/product/fiddlehead-seven-twenty-eight-pinot-noir-2013/306983,Pinot Noir,California,{},0.0,0,280,1,0,0,0,0,1,0,0.0,43.99,20-50,
2507,Bergstrom Shea Vineyard Pinot Noir 2017,/product/bergstrom-shea-vineyard-pinot-noir-2017/528043,Pinot Noir,Oregon,{},0.0,0,281,1,0,0,0,0,0,0,1.0,71.99,50-100,
2507,Sierra Cantabria Seleccion 2017,/product/sierra-cantabria-seleccion-2017/523318,Tempranillo,Spain,{},0.0,0,281,1,0,0,0,0,0,0,0.0,14.99,<20,
2507,Saint Cosme Cotes du Rhone Les Deux Albions 2017,/product/saint-cosme-cotes-du-rhone-les-deux-albions-2017/528033,Rhone Red Blends,France,{},0.0,0,281,1,0,0,0,0,0,0,0.0,25.99,20-50,
2507,Ransom Albarino 2017,/product/ransom-albarino-2017/500794,Albarino,Oregon,{},0.0,0,281,0,1,0,0,0,1,1,1.0,23.99,20-50,
2507,Marchesi di Barolo Peiragal Barbera d'Alba 2014,/product/marchesi-di-barolo-peiragal-barbera-dalba-2014/366791,Barbera,Italy,{},0.0,0,281,1,0,0,0,0,0,0,0.0,31.99,20-50,
2507,Smith Madrone Riesling 2015,/product/smith-madrone-riesling-2015/514890,Riesling,California,{},0.0,0,281,0,1,0,0,0,0,0,0.0,36.99,20-50,
2507,Long Meadow Ranch Sauvignon Blanc 2017,/product/long-meadow-ranch-sauvignon-blanc-2017/498041,Sauvignon Blanc,California,{},0.0,0,281,0,1,0,0,0,0,0,0.0,21.99,20-50,
2507,Dierberg Chardonnay 2016,/product/dierberg-chardonnay-2016/531939,Chardonnay,California,{},0.0,0,281,0,1,0,0,0,0,0,0.0,37.99,20-50,
2507,Regaleali Rosso del Conte 2010,/product/regaleali-rosso-del-conte-2010/387647,Nero d'Avola,Italy,{},0.0,0,281,1,0,0,0,0,0,0,0.0,59.99,50-100,
2507,Henri Perrusset Macon-Villages 2015,/product/henri-perrusset-macon-villages-2015/197789,Chardonnay,France,{},0.0,0,281,0,1,0,0,0,0,0,0.0,19.99,<20,
2507,Felton Road Bannockburn Riesling 2016,/product/felton-road-bannockburn-riesling-2016/517116,Riesling,New Zealand,{},0.0,0,281,0,1,0,0,0,0,1,1.0,29.99,20-50,
2507,Marques de Vargas Crianza 2014,/product/marques-de-vargas-crianza-2014/344562,Tempranillo,Spain,{},0.0,0,281,1,0,0,0,0,0,0,0.0,16.99,<20,
2507,Domaine de la Butte Bourgueil Haut de la Butte 2015,/product/domaine-de-la-butte-bourgueil-haut-de-la-butte-2015/168270,Cabernet Franc,France,{},0.0,0,281,1,0,0,0,0,0,0,0.0,27.99,20-50,
2507,Cellers Sant Rafel Joana 2016,/product/cellers-sant-rafel-joana-2016/223702,Other Red Blends,Spain,{},0.0,0,281,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Calera de Villiers Vineyard Pinot Noir 2016,/product/calera-de-villiers-vineyard-pinot-noir-2016/525522,Pinot Noir,California,{},0.0,0,281,1,0,0,1,0,1,0,0.0,61.99,50-100,
2507,Ransom Albarino 2015,/product/ransom-albarino-2015/162393,Albarino,Oregon,{},0.0,0,281,0,1,0,0,0,1,1,1.0,23.99,20-50,
2507,Trentadue La Storia Merlot 2015,/product/trentadue-la-storia-merlot-2015/354868,Merlot,California,{},0.0,0,281,1,0,0,0,0,0,0,0.0,28.99,20-50,
2507,Gramona Imperial Gran Reserva Cava 2013,/product/gramona-imperial-gran-reserva-cava-2013/516425,Vintage Sparkling Wine,Spain,{},0.0,0,281,0,0,1,0,0,0,0,0.0,32.99,20-50,
2507,Doniene Gorrondona Txakolina 2018,/product/doniene-gorrondona-txakolina-2018/523521,Other White Blends,Spain,{},0.0,0,281,0,1,0,0,0,0,0,0.0,19.99,<20,
2507,Two Hands Angels' Share Shiraz 2017,/product/two-hands-angels-share-shiraz-2017/514055,Syrah/Shiraz,Australia,{},0.0,0,281,1,0,0,0,0,0,0,0.0,29.99,20-50,
2507,Trentadue La Storia Cuvee 32 Red Wine 2015,/product/trentadue-la-storia-cuvee-32-red-wine-2015/507301,Other Red Blends,California,{},0.0,0,281,1,0,0,0,0,0,0,0.0,36.0,20-50,
2507,Chanin Sanford & Benedict Vineyard Chardonnay 2016,/product/chanin-sanford-and-benedict-vineyard-chardonnay-2016/514948,Chardonnay,California,"{'JD': '94', 'RP': '93'}",0.0,0,281,0,1,0,0,0,0,0,1.0,44.99,20-50,
2507,Heritiers du Comte Lafon Macon-Chardonnay Clos de la Crochette 2016,/product/heritiers-du-comte-lafon-macon-chardonnay-clos-de-la-crochette-2016/512548,Chardonnay,France,{'WS': '90'},0.0,0,281,0,1,0,0,0,0,0,0.0,35.99,20-50,
2507,Schrader RBS To Kalon Vineyard Cabernet Sauvignon 2012,/product/schrader-rbs-to-kalon-vineyard-cabernet-sauvignon-2012/137430,Cabernet Sauvignon,California,"{'RP': '98', 'V': '96', 'JS': '94', 'WS': '92'}",0.0,0,281,1,0,0,1,0,0,0,1.0,399.97,100+,
2507,Storybook Mountain Eastern Exposures Zinfandel 2013,/product/storybook-mountain-eastern-exposures-zinfandel-2013/161841,Zinfandel,California,{'W&S': '92'},0.0,0,282,1,0,0,1,0,1,0,1.0,53.99,50-100,
2507,Maldonado Los Olivos Pinot Noir 2011,/product/maldonado-los-olivos-pinot-noir-2011/410473,Pinot Noir,California,{'WE': '90'},0.0,0,282,1,0,0,0,0,0,0,1.0,44.99,20-50,
2507,Dehlinger Altamont Pinot Noir 2014,/product/dehlinger-altamont-pinot-noir-2014/343870,Pinot Noir,California,{'WS': '92'},0.0,0,282,1,0,0,1,0,0,0,1.0,62.97,50-100,
2507,Bethel Heights Aeolian Pinot Noir 2015,/product/bethel-heights-aeolian-pinot-noir-2015/434175,Pinot Noir,Oregon,"{'WE': '92', 'WS': '92', 'RP': '90'}",0.0,0,282,1,0,0,0,0,1,0,0.0,49.99,20-50,
2507,Kalleske Greenock Shiraz 2016,/product/kalleske-greenock-shiraz-2016/427673,Syrah/Shiraz,Australia,{'JS': '92'},0.0,0,282,1,0,0,0,0,1,1,0.0,52.99,50-100,
2507,Two Paddocks Pinot Noir 2016,/product/two-paddocks-pinot-noir-2016/509771,Pinot Noir,New Zealand,"{'JS': '92', 'D': '92', 'WE': '92', 'WS': '91'}",0.0,0,282,1,0,0,0,0,1,1,1.0,54.0,50-100,
2507,Bolla Creso Red Blend 2011,/product/bolla-creso-red-blend-2011/143693,Other Red Blends,Italy,{'WE': '90'},0.0,0,282,1,0,0,0,0,0,0,0.0,28.99,20-50,
2507,Domaine Laroche Chablis Les Blanchots Grand Cru 2015,/product/domaine-laroche-chablis-les-blanchots-grand-cru-2015/509916,Chardonnay,France,"{'D': '94', 'W&S': '92', 'WS': '91', 'RP': '91'}",0.0,0,282,0,1,0,0,0,0,0,0.0,108.0,100+,
2507,Chateau Pape Clement 6-Pack OWC (Futures Pre-Sale) 2018,/product/chateau-pape-clement-6-pack-owc-futures-pre-sale-2018/528080,Bordeaux Red Blends,France,"{'WS': '98', 'RP': '98', 'JS': '98', 'JD': '97', 'WE': '96', 'D': '95'}",0.0,0,282,1,0,0,1,0,0,0,0.0,554.97,100+,
