,name,url,varietal,origin,rating_dict,avg_rating,rating_count,page,red,white,sparking,collectible,giftable,green,screwcap,boutique,price,price_bins,description
2507,HdV Belle Cousine 2013,/product/hdv-belle-cousine-2013/430116,Bordeaux Red Blends,California,{},0.0,0,271,1,0,0,0,0,0,0,0.0,84.99,50-100,
2507,Ram's Gate Winery Chardonnay 2015,/product/rams-gate-winery-chardonnay-2015/506581,Chardonnay,California,{},0.0,0,271,0,1,0,0,0,0,0,0.0,39.99,20-50,
2507,Ladoucette Baron de L Pouilly Fume 2016,/product/ladoucette-baron-de-l-pouilly-fume-2016/531931,Sauvignon Blanc,France,{},0.0,0,271,0,1,0,0,0,0,0,0.0,135.0,100+,
2507,Roco Marsh Estate Pinot Noir 2015,/product/roco-marsh-estate-pinot-noir-2015/506492,Pinot Noir,Oregon,{},0.0,0,271,1,0,0,0,0,0,1,1.0,44.99,20-50,
2507,Domaine Faiveley Chambolle-Musigny Les Beaux Bruns Premier Cru 2014,/product/domaine-faiveley-chambolle-musigny-les-beaux-bruns-premier-cru-2014/354973,Pinot Noir,France,{},0.0,0,271,1,0,0,0,0,1,0,0.0,114.99,100+,
2507,Montirius Vacqueyras Mineral Blanc 2014,/product/montirius-vacqueyras-mineral-blanc-2014/381097,Rhone White Blends,France,{},0.0,0,271,0,1,0,0,0,0,0,0.0,19.99,<20,
2507,Albert Boxler Pinot Noir 2015,/product/albert-boxler-pinot-noir-2015/523985,Pinot Noir,France,{},0.0,0,271,1,0,0,0,0,0,0,0.0,39.99,20-50,
2507,Portillo Chardonnay 2018,/product/portillo-chardonnay-2018/526179,Chardonnay,Argentina,{},0.0,0,271,0,1,0,0,0,0,0,0.0,13.99,<20,
2507,Gaia Monograph Assyrtiko 2017,/product/gaia-monograph-assyrtiko-2017/493776,Assyrtiko,Greece,{},0.0,0,271,0,1,0,0,0,0,1,0.0,18.99,<20,
2507,Portillo Pinot Noir 2017,/product/portillo-pinot-noir-2017/506934,Pinot Noir,Argentina,{},0.0,0,271,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Inglenook Rubicon 2014,/product/inglenook-rubicon-2014/406295,Bordeaux Red Blends,California,{},0.0,0,271,1,0,0,0,0,0,0,0.0,194.99,100+,
2507,Clos Du Val Carneros Estate Pinot Noir 2016,/product/clos-du-val-carneros-estate-pinot-noir-2016/518923,Pinot Noir,California,{},0.0,0,271,1,0,0,0,0,0,0,0.0,42.99,20-50,
2507,Villa Maria Cellar Selection Pinot Noir 2013,/product/villa-maria-cellar-selection-pinot-noir-2013/146028,Pinot Noir,New Zealand,{},0.0,0,271,1,0,0,0,0,1,1,0.0,32.99,20-50,
2507,Prunotto Moscato d'Asti 2018,/product/prunotto-moscato-dasti-2018/530633,Muscat,Italy,{},0.0,0,271,0,1,0,0,0,0,0,0.0,18.99,<20,
2507,Hobo Wine Company Alexander Valley Cabernet Sauvignon 2016,/product/hobo-wine-company-alexander-valley-cabernet-sauvignon-2016/384464,Cabernet Sauvignon,California,{},0.0,0,271,1,0,0,0,0,0,0,0.0,24.99,20-50,
2507,Guigal Cotes du Rhone Blanc 2017,/product/guigal-cotes-du-rhone-blanc-2017/517734,Rhone White Blends,France,{},0.0,0,271,0,1,0,0,0,0,0,0.0,17.99,<20,
2507,De Wetshof Limestone Hill Chardonnay 2018,/product/de-wetshof-limestone-hill-chardonnay-2018/511630,Chardonnay,South Africa,{},0.0,0,271,0,1,0,0,0,0,1,0.0,16.99,<20,
2507,Domaine de la Janasse Cotes du Rhone Cuvee Les Garrigue 2017,/product/domaine-de-la-janasse-cotes-du-rhone-cuvee-les-garrigue-2017/531711,Grenache,France,{},0.0,0,271,1,0,0,0,0,0,0,0.0,46.99,20-50,
2507,Louis Latour Chambolle-Musigny 2016,/product/louis-latour-chambolle-musigny-2016/518077,Pinot Noir,France,{},0.0,0,271,1,0,0,0,0,0,0,1.0,100.0,50-100,
2507,Chateau Saint-Cyrgues Costieres de Nimes Rouge 2015,/product/chateau-saint-cyrgues-costieres-de-nimes-rouge-2015/164514,Rhone Red Blends,France,{},0.0,0,271,1,0,0,0,0,0,0,0.0,12.99,<20,
2507,Bodegas Muga Cava Conde de Haro 2015,/product/bodegas-muga-cava-conde-de-haro-2015/506698,Vintage Sparkling Wine,Spain,{},0.0,0,271,0,0,1,0,0,0,0,0.0,29.99,20-50,
2507,Terras Gauda Abadia de San Campio Albarino 2017,/product/terras-gauda-abadia-de-san-campio-albarino-2017/500624,Albarino,Spain,{},0.0,0,272,0,1,0,0,0,0,0,0.0,18.99,<20,
2507,Benjamin Romeo Predicador Blanco 2017,/product/benjamin-romeo-predicador-blanco-2017/520905,Albarino,Spain,{},0.0,0,272,0,1,0,0,0,0,0,0.0,34.99,20-50,
2507,Concha y Toro Gran Reserva Sauvignon Blanc 2014,/product/concha-y-toro-gran-reserva-sauvignon-blanc-2014/147947,Sauvignon Blanc,Chile,{},0.0,0,272,0,1,0,0,0,0,1,0.0,27.99,20-50,
2507,Carmel Mediterranean Red Blend 2012,/product/carmel-mediterranean-red-blend-2012/414205,Other Red Blends,Israel,{},0.0,0,272,1,0,0,0,0,0,0,0.0,49.99,20-50,
2507,Saint Cosme Little James Basket Press Blanc 2018,/product/saint-cosme-little-james-basket-press-blanc-2018/531041,Rhone White Blends,France,{},0.0,0,272,0,1,0,0,0,0,1,0.0,13.99,<20,
2507,Domaine Eugene Carrel & Fils Jongieux Rose de Savoie 2018,/product/domaine-eugene-carrel-and-fils-jongieux-rose-de-savoie-2018/522151,Rosé,France,{},0.0,0,272,0,0,0,0,0,0,0,0.0,14.99,<20,
2507,Marenco Strev Moscato d'Asti 2018,/product/marenco-strev-moscato-dasti-2018/523085,Muscat,Italy,{},0.0,0,272,0,1,0,0,0,0,0,0.0,15.99,<20,
2507,Scott Family Estate Arroyo Seco Chardonnay 2017,/product/scott-family-estate-arroyo-seco-chardonnay-2017/522938,Chardonnay,California,{},0.0,0,272,0,1,0,0,0,0,0,0.0,22.99,20-50,
2507,Kruger-Rumpf Munsterer Rheinberg Kabinett Riesling 2017,/product/kruger-rumpf-munsterer-rheinberg-kabinett-riesling-2017/514644,Riesling,Germany,{},0.0,0,272,0,1,0,0,0,0,0,0.0,23.99,20-50,
2507,Joao Portugal Ramos Loureiro Vinho Verde 2018,/product/joao-portugal-ramos-loureiro-vinho-verde-2018/531038,Other White Blends,Portugal,{},0.0,0,272,0,1,0,0,0,0,1,0.0,11.99,<20,
2507,Columbia Crest H3 Les Chevaux Red Blend 2015,/product/columbia-crest-h3-les-chevaux-red-blend-2015/391859,Other Red Blends,Washington,{},0.0,0,272,1,0,0,0,0,0,0,0.0,14.99,<20,
2507,Vincent Girardin Santenay Terre D'Enfance Rouge 2015,/product/vincent-girardin-santenay-terre-denfance-rouge-2015/509018,Pinot Noir,France,{},0.0,0,272,1,0,0,0,0,0,0,0.0,40.0,20-50,
2507,Gabbiano Bellezza Chianti Classico Gran Selezione 2012,/product/gabbiano-bellezza-chianti-classico-gran-selezione-2012/206164,Sangiovese,Italy,{},0.0,0,272,1,0,0,0,0,0,0,0.0,37.99,20-50,
2507,Pertinace Barolo 2013,/product/pertinace-barolo-2013/370111,Nebbiolo,Italy,{},0.0,0,272,1,0,0,0,0,0,0,0.0,47.99,20-50,
2507,Michael David Winery Rapture Cabernet Sauvignon 2016,/product/michael-david-winery-rapture-cabernet-sauvignon-2016/517819,Cabernet Sauvignon,California,{},0.0,0,272,1,0,0,0,0,1,0,0.0,67.99,50-100,
2507,Pikes Eastside Shiraz 2014,/product/pikes-eastside-shiraz-2014/495905,Syrah/Shiraz,Australia,{},0.0,0,272,1,0,0,0,0,0,1,0.0,29.99,20-50,
2507,Palazzone Orvieto Classico Campo del Guardiano 2015,/product/palazzone-orvieto-classico-campo-del-guardiano-2015/502995,Other White Blends,Italy,{},0.0,0,272,0,1,0,0,0,0,0,0.0,26.99,20-50,
2507,Pio Cesare Cortese di Gavi 2017,/product/pio-cesare-cortese-di-gavi-2017/434166,Cortese,Italy,{},0.0,0,272,0,1,0,0,0,0,0,0.0,24.99,20-50,
2507,Herdade do Rocim Mariana Tinto 2018,/product/herdade-do-rocim-mariana-tinto-2018/529937,Other Red Blends,Portugal,{},0.0,0,272,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Marchesi di Barolo Roero Arneis 2016,/product/marchesi-di-barolo-roero-arneis-2016/430885,Arneis,Italy,{},0.0,0,272,0,1,0,0,0,0,0,0.0,19.99,<20,
2507,Stoller Chardonnay 2018,/product/stoller-chardonnay-2018/525223,Chardonnay,Oregon,{},0.0,0,272,0,1,0,0,0,0,1,0.0,19.99,<20,
2507,Tyrrell's Hunter Valley Shiraz 2017,/product/tyrrells-hunter-valley-shiraz-2017/524646,Syrah/Shiraz,Australia,{},0.0,0,272,1,0,0,0,0,0,0,0.0,21.99,20-50,
2507,Frank Family Vineyards Chardonnay 2017,/product/frank-family-vineyards-chardonnay-2017/522825,Chardonnay,California,{},0.0,0,272,0,1,0,0,0,0,0,0.0,44.99,20-50,
2507,Root 1 Carmenere 2017,/product/root-1-carmenere-2017/509181,Carmenere,Chile,{},0.0,0,272,1,0,0,0,0,0,1,0.0,11.99,<20,
2507,Chateau de Sales 2014,/product/chateau-de-sales-2014/142797,Bordeaux Red Blends,France,{},0.0,0,272,1,0,0,0,0,0,0,0.0,39.99,20-50,
2507,Vidal-Fleury Crozes-Hermitage Blanc 2015,/product/vidal-fleury-crozes-hermitage-blanc-2015/353504,Rhone White Blends,France,{},0.0,0,273,0,1,0,0,0,0,0,0.0,31.99,20-50,
2507,Santa Rita Medalla Real Cabernet Sauvignon 2014,/product/santa-rita-medalla-real-cabernet-sauvignon-2014/389505,Cabernet Sauvignon,Chile,{},0.0,0,273,1,0,0,0,0,0,0,0.0,22.99,20-50,
2507,Ladoucette Comte Lafond Sancerre 2017,/product/ladoucette-comte-lafond-sancerre-2017/513316,Sauvignon Blanc,France,{},0.0,0,273,0,1,0,0,0,0,0,0.0,46.99,20-50,
2507,Dr. Konstantin Frank Semi Dry Riesling 2017,/product/dr-konstantin-frank-semi-dry-riesling-2017/516104,Riesling,Other U.S.,{},0.0,0,273,0,1,0,0,0,0,0,0.0,18.99,<20,
2507,La Carraia Orvieto 2018,/product/la-carraia-orvieto-2018/527771,Other White Blends,Italy,{},0.0,0,273,0,1,0,0,0,0,0,0.0,12.99,<20,
2507,Purple Hands Latchkey Vineyard Pinot Noir 2017,/product/purple-hands-latchkey-vineyard-pinot-noir-2017/521492,Pinot Noir,Oregon,{},0.0,0,273,1,0,0,0,0,0,0,1.0,52.99,50-100,
2507,Domaine Menard Gaborit Muscadet Sevre et Maine Sur Lie Cuvee Classique 2017,/product/domaine-menard-gaborit-muscadet-sevre-et-maine-sur-lie-cuvee-classique-2017/522875,Melon de Bourgogne,France,{},0.0,0,273,0,1,0,0,0,0,0,0.0,13.99,<20,
2507,Martinsancho Verdejo 2017,/product/martinsancho-verdejo-2017/524645,Verdejo,Spain,{},0.0,0,273,0,1,0,0,0,0,0,0.0,17.99,<20,
2507,Bodegas y Vinedos Ilurce Rio Madre Rosado 2017,/product/bodegas-y-vinedos-ilurce-rio-madre-rosado-2017/434658,Rosé,Spain,{},0.0,0,273,0,0,0,0,0,0,0,0.0,10.99,<20,
2507,Highway 12 Carneros Highway Pinot Noir 2016,/product/highway-12-carneros-highway-pinot-noir-2016/312473,Pinot Noir,California,{},0.0,0,273,1,0,0,0,0,0,0,0.0,22.99,20-50,
2507,Domaine Michelot Meursault Sous la Velle 2015,/product/domaine-michelot-meursault-sous-la-velle-2015/332579,Chardonnay,France,{},0.0,0,273,0,1,0,0,0,0,0,1.0,63.99,50-100,
2507,Casa do Valle Vinho Verde Branco Grande Escolha 2017,/product/casa-do-valle-vinho-verde-branco-grande-escolha-2017/414613,Other White Blends,Portugal,{},0.0,0,273,0,1,0,0,0,0,0,0.0,16.99,<20,
2507,Barossa Valley Estate Cabernet Sauvignon 2016,/product/barossa-valley-estate-cabernet-sauvignon-2016/353673,Cabernet Sauvignon,Australia,{},3.8,7,273,1,0,0,0,0,0,1,0.0,13.99,<20,
2507,Domaine Faiveley Echezeaux Grand Cru 2014,/product/domaine-faiveley-echezeaux-grand-cru-2014/178293,Pinot Noir,France,{},0.0,0,273,1,0,0,0,0,0,0,0.0,289.99,100+,
2507,Montes Alpha Series Syrah 2016,/product/montes-alpha-series-syrah-2016/503043,Syrah/Shiraz,Chile,{},0.0,0,273,1,0,0,0,0,0,0,0.0,20.99,20-50,
2507,Kaesler Stonehorse Shiraz 2013,/product/kaesler-stonehorse-shiraz-2013/508603,Syrah/Shiraz,Australia,{},0.0,0,273,1,0,0,0,0,0,0,0.0,24.99,20-50,
2507,Boutari Nemea 2016,/product/boutari-nemea-2016/410693,Other Red Wine,Greece,{},0.0,0,273,1,0,0,0,0,0,0,0.0,18.99,<20,
2507,Astrolabe Province Sauvignon Blanc 2018,/product/astrolabe-province-sauvignon-blanc-2018/527493,Sauvignon Blanc,New Zealand,{},0.0,0,273,0,1,0,0,0,0,1,0.0,22.99,20-50,
2507,Sella & Mosca Cannonau di Sardegna Riserva 2016,/product/sella-and-mosca-cannonau-di-sardegna-riserva-2016/524385,Grenache,Italy,{},0.0,0,273,1,0,0,0,0,0,0,0.0,16.99,<20,
2507,Eyrie Pinot Gris 2017,/product/eyrie-pinot-gris-2017/527257,Pinot Gris/Grigio,Oregon,{},0.0,0,273,0,1,0,0,0,1,0,0.0,22.99,20-50,
2507,Tiberio Pecorino 2017,/product/tiberio-pecorino-2017/524290,Other White Wine,Italy,{},0.0,0,273,0,1,0,0,0,1,0,0.0,19.99,<20,
2507,Meadowcroft Mt. Veeder Estate Cabernet Sauvignon 2015,/product/meadowcroft-mt-veeder-estate-cabernet-sauvignon-2015/523689,Cabernet Sauvignon,California,{},0.0,0,273,1,0,0,0,0,0,0,1.0,55.99,50-100,
2507,Louis Chevallier Macon Villages 2016,/product/louis-chevallier-macon-villages-2016/518151,Chardonnay,France,{},0.0,0,273,0,1,0,0,0,0,0,0.0,18.99,<20,
2507,De Martino Estate Organic Cabernet Sauvignon 2016,/product/de-martino-estate-organic-cabernet-sauvignon-2016/387297,Cabernet Sauvignon,Chile,{},0.0,0,273,1,0,0,0,0,1,0,0.0,12.99,<20,
2507,Ashbrook Estate Chardonnay 2016,/product/ashbrook-estate-chardonnay-2016/508550,Chardonnay,Australia,{},0.0,0,273,0,1,0,0,0,0,1,0.0,28.99,20-50,
2507,Domaine Thomas Morey Chassagne-Montrachet Clos St. Jean Premier Cru Rouge 2016,/product/domaine-thomas-morey-chassagne-montrachet-clos-st-jean-premier-cru-rouge-2016/510817,Pinot Noir,France,{},0.0,0,274,1,0,0,0,0,0,0,0.0,49.99,20-50,
2507,Bodegas Martinez Corta Cepas Antiguas Tinto 2016,/product/bodegas-martinez-corta-cepas-antiguas-tinto-2016/360951,Tempranillo,Spain,{},0.0,0,274,1,0,0,0,0,0,0,0.0,14.99,<20,
2507,Feudi del Pisciotto Carolina Marengo Frappato 2015,/product/feudi-del-pisciotto-carolina-marengo-frappato-2015/412203,Other Red Wine,Italy,{},0.0,0,274,1,0,0,0,0,0,0,1.0,31.99,20-50,
2507,Mastroberardino Aglianico 2017,/product/mastroberardino-aglianico-2017/518245,Aglianico,Italy,{},0.0,0,274,1,0,0,0,0,0,0,0.0,16.99,<20,
2507,Dow's Vale do Bomfim 2016,/product/dows-vale-do-bomfim-2016/511803,Other Red Blends,Portugal,{},0.0,0,274,1,0,0,0,0,0,0,1.0,10.99,<20,
2507,Robert Sinskey Abraxas 2016,/product/robert-sinskey-abraxas-2016/523443,Other White Blends,California,{},0.0,0,274,0,1,0,0,0,1,0,0.0,39.99,20-50,
2507,Albert Boxler Pinot Gris 2016,/product/albert-boxler-pinot-gris-2016/523978,Pinot Gris/Grigio,France,{},0.0,0,274,0,1,0,0,0,0,0,0.0,44.99,20-50,
2507,Noon Solaire Reserve Grenache 2004,/product/noon-solaire-reserve-grenache-2004/362066,Grenache,Australia,{},0.0,0,274,1,0,0,1,0,0,0,1.0,59.97,50-100,
2507,Le Roi des Pierres Sancerre 2018,/product/le-roi-des-pierres-sancerre-2018/523939,Sauvignon Blanc,France,{},0.0,0,274,0,1,0,0,0,0,0,0.0,29.99,20-50,
2507,Vina Eguia Tempranillo 2014,/product/vina-eguia-tempranillo-2014/163683,Tempranillo,Spain,{},0.0,0,274,1,0,0,0,0,0,1,0.0,15.99,<20,
2507,Bodegas Penafiel Mironia Reserva 2013,/product/bodegas-penafiel-mironia-reserva-2013/426671,Tempranillo,Spain,{},0.0,0,274,1,0,0,0,0,0,0,0.0,31.99,20-50,
2507,El Coto Coto de Imaz Reserva 2012,/product/el-coto-coto-de-imaz-reserva-2012/267169,Tempranillo,Spain,{},0.0,0,274,1,0,0,0,0,1,0,0.0,24.99,20-50,
2507,Alta Vista Classic Torrontes 2017,/product/alta-vista-classic-torrontes-2017/497747,Torrontes,Argentina,{},0.0,0,274,0,1,0,0,0,0,0,0.0,9.99,<20,
2507,Au Bon Climat Rincon Talley Vineyard Pinot Noir 2012,/product/au-bon-climat-rincon-talley-vineyard-pinot-noir-2012/157976,Pinot Noir,California,{},0.0,0,274,1,0,0,0,0,0,0,0.0,51.99,50-100,
2507,Lucchetti Spumante Rose,/product/lucchetti-spumante-rose/211773,Rosé Sparkling Wine,Italy,{},0.0,0,274,0,0,1,0,0,0,0,0.0,19.99,<20,
2507,Etienne Boileau Petit Chablis 2017,/product/etienne-boileau-petit-chablis-2017/508979,Chardonnay,France,{},0.0,0,274,0,1,0,0,0,0,0,0.0,23.99,20-50,
2507,Pascal Jolivet Sancerre Rose 2018,/product/pascal-jolivet-sancerre-rose-2018/525077,Rosé,France,{},0.0,0,274,0,0,0,0,0,1,0,0.0,24.99,20-50,
2507,Brancott Estate B Sauvignon Blanc 2018,/product/brancott-estate-b-sauvignon-blanc-2018/516484,Sauvignon Blanc,New Zealand,{},0.0,0,274,0,1,0,0,0,0,1,0.0,29.99,20-50,
2507,Au Bon Climat Sanford and Benedict Chardonnay 2017,/product/au-bon-climat-sanford-and-benedict-chardonnay-2017/525233,Chardonnay,California,{},0.0,0,274,0,1,0,0,0,0,0,0.0,43.99,20-50,
2507,Fratelli Seghesio Barolo 2015,/product/fratelli-seghesio-barolo-2015/531203,Nebbiolo,Italy,{},0.0,0,274,1,0,0,0,0,1,0,0.0,39.99,20-50,
2507,Villa Wolf Dornfelder 2017,/product/villa-wolf-dornfelder-2017/525993,Other Red Wine,Germany,{},0.0,0,274,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Portillo Cabernet Sauvignon 2016,/product/portillo-cabernet-sauvignon-2016/507634,Cabernet Sauvignon,Argentina,{},0.0,0,274,1,0,0,0,0,0,0,0.0,13.99,<20,
2507,Osborne Manzanilla Sherry,/product/osborne-manzanilla-sherry/12950,Sherry,Spain,{},0.0,0,274,0,0,0,0,0,0,1,0.0,14.99,<20,
2507,Cave de Lugny Macon Villages La Cote Blanche 2016,/product/cave-de-lugny-macon-villages-la-cote-blanche-2016/510603,Chardonnay,France,{},0.0,0,275,0,1,0,0,0,0,0,0.0,14.99,<20,
2507,Argiolas Costera 2016,/product/argiolas-costera-2016/513222,Grenache,Italy,{},0.0,0,275,1,0,0,0,0,0,0,0.0,18.99,<20,
2507,Qupe Bien Nacido Y Block Chardonnay 2016,/product/qupe-bien-nacido-y-block-chardonnay-2016/506289,Chardonnay,California,{},0.0,0,275,0,1,0,0,0,0,1,0.0,19.99,<20,
2507,Hentley Farm Clos Otto Shiraz 2013,/product/hentley-farm-clos-otto-shiraz-2013/522233,Syrah/Shiraz,Australia,{},0.0,0,275,1,0,0,0,0,0,0,0.0,159.99,100+,
2507,The Federalist Dry Creek Valley Zinfandel 2016,/product/the-federalist-dry-creek-valley-zinfandel-2016/507424,Zinfandel,California,{},0.0,0,275,1,0,0,0,0,0,0,0.0,29.99,20-50,
2507,Brancott Pinot Noir 2016,/product/brancott-pinot-noir-2016/431065,Pinot Noir,New Zealand,{},0.0,0,275,1,0,0,0,0,0,1,0.0,15.99,<20,
2507,Rocca di Montegrossi Chianti Classico 2017,/product/rocca-di-montegrossi-chianti-classico-2017/525833,Sangiovese,Italy,{},0.0,0,275,1,0,0,0,0,1,0,0.0,22.99,20-50,
2507,Philippe Pacalet Nuits-Saint-Georges Rouge 2015,/product/philippe-pacalet-nuits-saint-georges-rouge-2015/358631,Pinot Noir,France,{},0.0,0,275,1,0,0,0,0,0,0,0.0,124.99,100+,
2507,Robert Mondavi Carneros Pinot Noir 2017,/product/robert-mondavi-carneros-pinot-noir-2017/517135,Pinot Noir,California,{},0.0,0,275,1,0,0,0,0,0,0,0.0,28.0,20-50,
2507,Donnhoff Estate Riesling 2018,/product/donnhoff-estate-riesling-2018/527772,Riesling,Germany,{},0.0,0,275,0,1,0,0,0,1,0,0.0,19.99,<20,
2507,Hewitson LuLu Shiraz 2017,/product/hewitson-lulu-shiraz-2017/523522,Syrah/Shiraz,Australia,{},0.0,0,275,1,0,0,0,0,0,0,0.0,18.99,<20,
2507,La Spinetta Bricco Quaglia Moscato d'Asti 2018,/product/la-spinetta-bricco-quaglia-moscato-dasti-2018/519554,Muscat,Italy,{},0.0,0,275,0,1,0,0,0,0,0,0.0,18.99,<20,
2507,Marcel Lapierre Vin de France Raisins Gaulois 2018,/product/marcel-lapierre-vin-de-france-raisins-gaulois-2018/524493,Gamay,France,{},0.0,0,275,1,0,0,0,0,1,1,0.0,17.99,<20,
2507,Caraccioli Cellars Brut Cuvee 2009,/product/caraccioli-cellars-brut-cuvee-2009/167735,Vintage Sparkling Wine,California,{},0.0,0,275,0,0,1,0,0,0,0,0.0,52.99,50-100,
2507,Fratelli Revello Barolo Giachini 2015,/product/fratelli-revello-barolo-giachini-2015/520836,Nebbiolo,Italy,{},0.0,0,275,1,0,0,0,0,0,0,0.0,54.99,50-100,
2507,Chateau de Pierreux Brouilly La Reserve du Chateau 2014,/product/chateau-de-pierreux-brouilly-la-reserve-du-chateau-2014/212896,Gamay,France,{},0.0,0,275,1,0,0,0,0,1,0,0.0,26.99,20-50,
2507,Chalet Pouilly Pouilly-Fuisse 2016,/product/chalet-pouilly-pouilly-fuisse-2016/517650,Chardonnay,France,{},0.0,0,275,0,1,0,0,0,0,0,0.0,29.99,20-50,
2507,Joseph Drouhin Puligny-Montrachet Clos de la Garenne 2015,/product/joseph-drouhin-puligny-montrachet-clos-de-la-garenne-2015/352367,Chardonnay,France,{},0.0,0,275,0,1,0,0,0,1,0,0.0,114.99,100+,
2507,Domaine Jean Vullien St Jean de la Porte Mondeuse 2017,/product/domaine-jean-vullien-st-jean-de-la-porte-mondeuse-2017/522896,Other Red Wine,France,{},0.0,0,275,1,0,0,0,0,0,0,0.0,18.99,<20,
2507,Boneshaker Lodi Zinfandel 2016,/product/boneshaker-lodi-zinfandel-2016/424745,Zinfandel,California,{},4.0,23,275,1,0,0,0,0,0,0,0.0,20.0,<20,
2507,Bodegas Ramirez de la Piscina Seleccion Reserva 2013,/product/bodegas-ramirez-de-la-piscina-seleccion-reserva-2013/513257,Tempranillo,Spain,{},0.0,0,275,1,0,0,0,0,0,0,0.0,21.99,20-50,
2507,El Vinculo Alejairen 2014,/product/el-vinculo-alejairen-2014/309399,Other White Wine,Spain,{},0.0,0,275,0,1,0,0,0,0,0,0.0,35.0,20-50,
2507,Tyler Winery Dierberg Vineyard Block 5 Pinot Noir 2017,/product/tyler-winery-dierberg-vineyard-block-5-pinot-noir-2017/528226,Pinot Noir,California,{},0.0,0,275,1,0,0,0,0,0,0,0.0,49.99,20-50,
2507,Foxen Block UU Bien Nacido Chardonnay 2016,/product/foxen-block-uu-bien-nacido-chardonnay-2016/401471,Chardonnay,California,{},0.0,0,275,0,1,0,0,0,0,0,0.0,39.99,20-50,
2507,De Martino Vigno Carignan 2013,/product/de-martino-vigno-carignan-2013/213281,Carignan,Chile,{},0.0,0,276,1,0,0,0,0,0,0,0.0,47.0,20-50,
2507,Vinaceous Red Right Hand 2014,/product/vinaceous-red-right-hand-2014/200234,Other Red Blends,Australia,{},0.0,0,276,1,0,0,0,0,0,1,0.0,17.99,<20,
2507,Murrieta's Well The Whip 2017,/product/murrietas-well-the-whip-2017/527578,Other White Blends,California,{},0.0,0,276,0,1,0,0,0,0,0,0.0,26.0,20-50,
2507,Louis Latour Marsannay Blanc 2016,/product/louis-latour-marsannay-blanc-2016/524042,Chardonnay,France,{},0.0,0,276,0,1,0,0,0,0,0,0.0,25.99,20-50,
2507,Domaine Faiveley Chambolle-Musigny Les Beaux Bruns Premier Cru 2013,/product/domaine-faiveley-chambolle-musigny-les-beaux-bruns-premier-cru-2013/510838,Pinot Noir,France,{},0.0,0,276,1,0,0,0,0,0,0,0.0,129.99,100+,
2507,Guigal La Landonne Cote Rotie 2015,/product/guigal-la-landonne-cote-rotie-2015/531179,Syrah/Shiraz,France,{},0.0,0,276,1,0,0,1,0,0,0,1.0,469.0,100+,
2507,Tiberio Trebbiano d'Abruzzo 2017,/product/tiberio-trebbiano-dabruzzo-2017/521843,Trebbiano,Italy,{},0.0,0,276,0,1,0,0,0,1,0,0.0,19.99,<20,
2507,Albert Boxler Gewurztraminer 2015,/product/albert-boxler-gewurztraminer-2015/523981,Gewurztraminer,France,{},0.0,0,276,0,1,0,0,0,0,0,0.0,33.99,20-50,
2507,Montes Cabernet Sauvignon 2017,/product/montes-cabernet-sauvignon-2017/526216,Cabernet Sauvignon,Chile,{},0.0,0,276,1,0,0,0,0,0,0,0.0,19.99,<20,
2507,Quivira Fig Tree Sauvignon Blanc 2017,/product/quivira-fig-tree-sauvignon-blanc-2017/508013,Sauvignon Blanc,California,{},0.0,0,276,0,1,0,0,0,0,0,1.0,27.99,20-50,
2507,Bodega Maetierra Dominum QP 2007,/product/bodega-maetierra-dominum-qp-2007/154715,Other Red Blends,Spain,{},0.0,0,276,1,0,0,0,0,0,0,0.0,18.99,<20,
2507,Tzora Shoresh Red 2017,/product/tzora-shoresh-red-2017/531198,Other Red Blends,Israel,{},0.0,0,276,1,0,0,0,0,0,0,0.0,39.99,20-50,
2507,Duboeuf Fleurie Domaine des Quatre Vents 2017,/product/duboeuf-fleurie-domaine-des-quatre-vents-2017/521269,Gamay,France,{},0.0,0,276,1,0,0,0,0,0,0,0.0,21.99,20-50,
2507,Fronton de Oro Canary Island Tinto 2017,/product/fronton-de-oro-canary-island-tinto-2017/526618,Other Red Blends,Spain,{},0.0,0,276,1,0,0,0,0,0,0,0.0,18.99,<20,
2507,Klinker Brick 1850 Red Wine 2015,/product/klinker-brick-1850-red-wine-2015/495947,Other Red Blends,California,{},0.0,0,276,1,0,0,0,0,0,0,0.0,29.99,20-50,
2507,Ravenswood Big River Zinfandel 2013,/product/ravenswood-big-river-zinfandel-2013/161271,Zinfandel,California,{},0.0,0,276,1,0,0,0,0,0,0,0.0,34.99,20-50,
2507,Jim Barry The Barry Bros Red 2016,/product/jim-barry-the-barry-bros-red-2016/520844,Other Red Blends,Australia,{},0.0,0,276,1,0,0,0,0,0,1,0.0,19.99,<20,
2507,Albert Bichot Mercurey 2014,/product/albert-bichot-mercurey-2014/161243,Pinot Noir,France,{},0.0,0,276,1,0,0,0,0,0,0,0.0,35.99,20-50,
2507,Joao Portugal Ramos Alvarinho 2015,/product/joao-portugal-ramos-alvarinho-2015/165672,Albarino,Portugal,{},0.0,0,276,0,1,0,0,0,0,0,0.0,17.99,<20,
2507,Hermanos Pecina Cosecha Rosado 2017,/product/hermanos-pecina-cosecha-rosado-2017/393936,Rosé,Spain,{},0.0,0,276,0,0,0,0,0,0,0,0.0,19.99,<20,
